Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra,xG Outside Box 1st Half,xG Outside Box 2nd Half,xG Corners 1st Half,xG Corners 2nd Half,xG FKs 1st Half,xG FKs 2nd Half,Shots in Danger Zone,Shots on Target in Danger Zone,Goals in Danger Zone,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
10,79xw5l1zq2huxdmeod9t19nmd,166598,J. Escalante,José Escalante,Left Attacking Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,128665,José,Escalante,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Cavalry,1,90,27,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,1,21,5,11,0.19,0,0,0.75,0,1,2,1,3,3,0,0,8,2,0,0,44,5,1,3,0,8,80.00%,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,8,15,5,14.30%,76.20%,6,9,1,12,8,1,0.00%,1,0.84,0,1,5,5,2,1,0.09,0.1,0.09,0.1,0.19,3,0,0.09,2,0,-,21.20%,0,11,13,6,13,,CAV vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,6/11/2022,7x6a13297w4yer6wc2w65wphw,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,1,0,Played,W 1-0,2276252,CAV vs HFX (2022-06-11),0,0,0,0,0,0,1,1,1,,PAC vs VAL,TRUE,FALSE,TRUE,FALSE,FALSE,4/17/2022,7tnrk7s1kn6cat4od23gqvl04,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Pacific,Valour,VAL,3,2,Played,W 3-2,2276223,PAC vs VAL (2022-04-17)
10,eyems8p1wpp6df9w1wz6rdvpx,226323,B. McKendry,Ben McKendry,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,203479,Ben,McKendry,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,1,84,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,33,14,7,0,0,0,0.18,0,0,2,1,3,2,0,0,7,1,0,0,50,4,2,3,0,6,71.40%,1,0,7,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,14,31,0,39.40%,63.60%,15,1,5,2,24,7,-,0,0.53,0,2,4,4,1,1,0,0,0,0,0,3,1,-,0,0.5,0,42.90%,2,25,11,1,11,,ATO vs PAC,TRUE,FALSE,FALSE,FALSE,TRUE,5/7/2022,7v9u5fh5vipqr6u1sv48vh2j8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,0,1,Played,L 0-1,2276236,ATO vs PAC (2022-05-07),0.05,0,0,0,0,0,2,1,0,,EDM vs PAC,FALSE,TRUE,FALSE,TRUE,FALSE,4/28/2022,7u8xsns4wvcrxlyqm50founf8,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,0,0,Played,T 0-0,2276228,EDM vs PAC (2022-04-28)
10,2zedqkn15thv6wx5xmgv48gd1,195042,K. Bekker,Kyle Bekker,Central Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,140123,Kyle,Bekker,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Forge,1,90,31,0,0,0,0,0,0,0,1,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,7,2,50,19,22,0.18,0,1,0.26,0,0,2,1,3,2,0,0,1,0,0,0,71,3,0,1,1,2,100.00%,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,24,6,41,0,34.00%,82.00%,28,7,6,7,37,6,-,0,1.19,0,10,0,0,2,0,0.03,0.15,0.03,0.15,0.18,2,0,0.04,4,0.3,0.25,65.20%,5,13,8,1,8,,PAC vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Forge,Pacific,PAC,1,2,Played,L 1-2,2276219,PAC vs FOR (2022-04-10),0,0,0,0,0,0,1,1,1,,HFX vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,4/30/2022,7uhzvzsjqt3x7sbx714u496ok,73xrv2025rnj0t3y9ayp83bec,6925,6925,HFX Wanderers,Edmonton,EDM,3,1,Played,W 3-1,2276230,HFX vs EDM (2022-04-30)
10,2zedqkn15thv6wx5xmgv48gd1,195042,K. Bekker,Kyle Bekker,Central Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,140123,Kyle,Bekker,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Forge,1,90,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,51,14,22,0,0,0,0.21,0,1,1,2,3,0,0,0,1,0,1,1,60,1,0,1,0,1,100.00%,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,10,27,0,31.40%,70.60%,19,11,6,16,26,9,-,0,1.54,0,5,1,1,0,0,0,0,0,0,0,3,0,-,0,0.2,0,33.30%,0,21,7,5,7,,YRK vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,5/6/2022,7ux6tmhied1j3wi5ao0kw6sk4,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Forge,York United,YRK,0,1,Played,L 0-1,2276233,YRK vs FOR (2022-05-06),0,0,0,0,0,0,2,0,0,,EDM vs VAL,TRUE,FALSE,FALSE,TRUE,FALSE,4/10/2022,7t13lsa9fnok0ki08pgmy4a38,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Edmonton,Valour,VAL,1,1,Played,T 1-1,2276218,EDM vs VAL (2022-04-10)
10,97h9y7sc3o8e0gvazfd375cdl,504778,S. Gutiérrez,Sebastián Gutiérrez,Left Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,233484,Sebastián,Gutiérrez,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,York United,1,63,24,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,2,6,0.07,0,0,0.19,0,1,1,2,3,4,1,0,4,2,0,0,36,7,1,1,1,3,40.00%,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,22,4,10,4,28.60%,57.10%,1,6,1,10,3,1,-,0,0.08,0,4,0,0,2,1,0.07,0,0.07,0,0.07,3,0,0.04,2,0.25,0.25,43.20%,3,18,17,0,17,,PAC vs YRK,FALSE,TRUE,FALSE,TRUE,FALSE,5/21/2022,7vv5bqozh7lrbsj0ahldextlg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,York United,Pacific,PAC,0,0,Played,T 0-0,2276241,PAC vs YRK (2022-05-21),0,0,0,0,0,0,0,0,0,,YRK vs CAV,FALSE,TRUE,FALSE,FALSE,TRUE,4/22/2022,7trwq4h9nn6ifmk2gistxo5ck,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,0,2,Played,L 0-2,2276224,YRK vs CAV (2022-04-22)
10,97h9y7sc3o8e0gvazfd375cdl,504778,S. Gutiérrez,Sebastián Gutiérrez,Left Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,233484,Sebastián,Gutiérrez,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,York United,1,85,24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,30,7,12,0.04,0,0,0.13,0,0,1,2,3,3,0,0,4,1,0,0,51,10,0,2,2,4,33.30%,0,0,5,3,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24,6,21,3,16.70%,63.30%,9,8,2,13,14,3,-,0,1.62,0,2,0,0,2,2,0,0.04,0,0.04,0.04,3,0,0.04,1,1,1,39.10%,2,23,18,6,18,,HFX vs YRK,FALSE,TRUE,FALSE,FALSE,TRUE,6/4/2022,7wtvfsqbligsp1ot5eov65tec,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,York United,HFX Wanderers,HFX,0,1,Played,L 0-1,2276249,HFX vs YRK (2022-06-04),0,0,0,0,0,0,1,1,1,,ATO vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,4/9/2022,7svngikxjdp572w3h94c27hg4,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,1,0,Played,W 1-0,2276217,ATO vs CAV (2022-04-09)
10,cqu6f2gdqsceak3ifi433tyvp,238810,J. Gagnon-Laparé,Jérémy Gagnon-Laparé,Central Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,170868,Jérémy,Gagnon-Laparé,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,HFX Wanderers,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,75,32,36,0,0,0,0.15,0,1,1,2,3,0,0,0,4,0,0,0,86,2,0,0,0,2,0.00%,1,0,5,0,0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,65,1,22.70%,90.70%,55,5,8,7,59,9,-,0,0.7,0,1,2,2,0,0,0,0,0,0,0,3,0,-,0,1,1,33.30%,1,17,8,2,8,,ATO vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,4/16/2022,7tezpc35kcxh7vuq3gncvjvo4,dn8tjhuq0bax4dgixqvluhzze,16614,16614,HFX Wanderers,Atlético Ottawa,ATO,0,1,Played,L 0-1,2276221,ATO vs HFX (2022-04-16),0,0,0,0,0,0,1,1,1,,YRK vs ATO,TRUE,FALSE,FALSE,TRUE,FALSE,4/29/2022,7ud9jfd1i3ydlzce7aiua7x90,dn8tjhuq0bax4dgixqvluhzze,16614,16614,York United,Atlético Ottawa,ATO,2,2,Played,T 2-2,2276229,YRK vs ATO (2022-04-29)
10,cqu6f2gdqsceak3ifi433tyvp,238810,J. Gagnon-Laparé,Jérémy Gagnon-Laparé,Central Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,170868,Jérémy,Gagnon-Laparé,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,HFX Wanderers,1,90,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,42,15,17,0.14,0,0,0.21,0,0,1,2,3,0,0,0,11,0,1,0,65,8,4,2,1,9,100.00%,1,1,6,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,20,20,25,2,40.50%,76.20%,16,7,9,9,20,13,40.00%,5,0.62,0,3,5,5,3,1,0.06,0.08,0.06,0.08,0.14,3,0,0.07,2,0.33,-,34.20%,2,25,19,2,19,,VAL vs HFX,FALSE,TRUE,FALSE,TRUE,FALSE,5/7/2022,7v5k14cw4jq747xcvp00ya13o,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,HFX Wanderers,Valour,VAL,0,0,Played,T 0-0,2276235,VAL vs HFX (2022-05-07),0,0,0,0,0,0,1,1,1,,HFX vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,4/30/2022,7uhzvzsjqt3x7sbx714u496ok,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Edmonton,HFX Wanderers,HFX,1,3,Played,L 1-3,2276230,HFX vs EDM (2022-04-30)
10,bwozu57m3yt2hypmbqe1hlbyt,313308,M. Dyer,Moses Dyer,Centre Forward,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,210152,Moses,Dyer,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Valour,1,87,25,0,1,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,2,28,6,11,0.46,0,0,0.31,1,0,1,2,3,4,1,0,8,0,0,0,50,9,2,1,0,4,100.00%,1,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,25,5,20,10,32.10%,60.70%,9,5,3,11,13,4,50.00%,6,0.82,0,1,1,1,2,1,0.4,0.06,0.4,0.06,0.46,3,0,0.15,3,1,1,51.10%,1,25,7,9,7,,EDM vs VAL,FALSE,TRUE,FALSE,TRUE,FALSE,4/10/2022,7t13lsa9fnok0ki08pgmy4a38,73xrv2025rnj0t3y9ayp83bec,6925,6925,Valour,Edmonton,EDM,1,1,Played,T 1-1,2276218,EDM vs VAL (2022-04-10),0.09,0.03,0,0,0,0,2,2,0,,ATO vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,4/16/2022,7tezpc35kcxh7vuq3gncvjvo4,dn8tjhuq0bax4dgixqvluhzze,16614,16614,HFX Wanderers,Atlético Ottawa,ATO,0,1,Played,L 0-1,2276221,ATO vs HFX (2022-04-16)
10,1jw8ni6v99xnlou4wf0j47dnt,327118,T. Warschewski,Tobias Warschewski,Right Attacking Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,228664,Tobias,Warschewski,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,Edmonton,1,90,24,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,26,5,17,0.08,0,0,0.13,0,0,1,2,3,7,0,0,17,7,0,0,59,5,0,2,0,2,100.00%,0,0,7,0,0,1,1,0,5,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,21,5,33,1,42.30%,84.60%,11,10,1,10,15,1,100.00%,2,1.4,0,5,2,2,0,0,0.08,0,0.08,0,0.08,3,0,0.04,2,0.4,0.33,14.30%,2,21,17,3,17,,EDM vs CAV,TRUE,FALSE,FALSE,FALSE,TRUE,5/7/2022,7v1exwbamyw4d18c7jr6a7b4k,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Edmonton,Cavalry,CAV,0,3,Played,L 0-3,2276234,EDM vs CAV (2022-05-07),0,0,0,0.75,0,0,1,1,0,,FOR vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,4/23/2022,7tw4hh5toufvrtjk0srugqexg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Forge,Edmonton,EDM,3,0,Played,W 3-0,2276225,FOR vs EDM (2022-04-23)
10,lu6un7dbprss3ptkqtv9tk9,285484,B. Tabla,Ballou Tabla,Centre Forward,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,225063,Ballou,Tabla,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Atlético Ottawa,1,90,23,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,22,4,15,0.24,0,0,0.4,1,1,0,3,3,4,1,0,5,2,0,0,38,7,0,0,0,0,-,0,0,4,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,21,0,17,7,22.70%,86.40%,11,8,0,9,13,0,0.00%,3,1.22,0,0,0,0,0,0,0.23,0.01,0.23,0.01,0.24,3,0,0.06,4,-,-,42.90%,3,25,11,3,11,,ATO vs PAC,TRUE,FALSE,FALSE,FALSE,TRUE,5/7/2022,7v9u5fh5vipqr6u1sv48vh2j8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,0,1,Played,L 0-1,2276236,ATO vs PAC (2022-05-07),0.03,0,0,0.67,0,0,1,1,0,,EDM vs YRK,FALSE,TRUE,FALSE,TRUE,FALSE,4/16/2022,7tau4kgx1n5aze0tnawvhyq6s,73xrv2025rnj0t3y9ayp83bec,6925,6925,York United,Edmonton,EDM,1,1,Played,T 1-1,2276220,EDM vs YRK (2022-04-16)
10,lu6un7dbprss3ptkqtv9tk9,285484,B. Tabla,Ballou Tabla,Right Winger,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,225063,Ballou,Tabla,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Winger,Atlético Ottawa,1,81,23,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,30,6,20,0.14,0,1,0.76,0,1,1,2,3,8,2,1,8,6,1,0,55,4,1,0,0,1,100.00%,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,32,1,22,11,26.70%,86.70%,16,10,0,12,18,0,0.00%,1,0.14,0,2,0,0,0,1,0.06,0.08,0.06,0.08,0.14,2,0,0.07,2,1,1,42.20%,1,18,8,4,8,,ATO vs PAC,TRUE,FALSE,TRUE,FALSE,FALSE,6/5/2022,7wy39t7s4ahfcd8vhnv13q2hg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,2,1,Played,W 2-1,2276250,ATO vs PAC (2022-06-05),0,0,0,0,0,0,0,0,0,,ATO vs PAC,FALSE,TRUE,TRUE,FALSE,FALSE,5/7/2022,7v9u5fh5vipqr6u1sv48vh2j8,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,1,0,Played,W 1-0,2276236,ATO vs PAC (2022-05-07)
10,4g57cr61ps0y0w29dv3f5s3c9,312950,M. Kacher,Mastanabal Kacher,Left Winger,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,199133,Mastanabal,Kacher,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Winger,Edmonton,1,34,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,0,0,0.08,0,0,2,1,3,0,0,0,1,0,0,0,13,1,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,3,0,50.00%,50.00%,2,0,0,1,2,1,-,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,-,0,0.5,1,30.00%,0,20,11,0,11,,EDM vs PAC,TRUE,FALSE,FALSE,TRUE,FALSE,4/28/2022,7u8xsns4wvcrxlyqm50founf8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Edmonton,Pacific,PAC,0,0,Played,T 0-0,2276228,EDM vs PAC (2022-04-28),0,0,0,0,0,0,3,0,0,,PAC vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Forge,Pacific,PAC,1,2,Played,L 1-2,2276219,PAC vs FOR (2022-04-10)
10,7e4doqzolxn7u9s2txuyclejt,261926,A. Daniels,Aidan Daniels,Left Winger,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,244377,Aidan,Daniels,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Winger,HFX Wanderers,1,87,23,0,1,0,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,41,13,22,0.17,0,0,0.23,0,0,0,3,3,4,0,0,5,1,0,0,64,4,2,1,1,4,100.00%,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,6,21,4,22.00%,85.40%,16,17,2,20,17,4,100.00%,1,1.52,0,3,0,0,2,2,0.17,0,0.17,0,0.17,3,0,0.04,4,0.33,0.33,17.90%,0,14,18,0,18,,CAV vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,6/11/2022,7x6a13297w4yer6wc2w65wphw,41ewt71n8fqwy6trsqta1bjvu,15381,15381,HFX Wanderers,Cavalry,CAV,0,1,Played,L 0-1,2276252,CAV vs HFX (2022-06-11),0,0,0,0,0.08,0,4,3,1,,PAC vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,2,1,Played,W 2-1,2276219,PAC vs FOR (2022-04-10)
10,83d29e64znddf9kkyo62u4g6h,560974,N. Verhoeven,Noah Verhoeven,Central Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,424288,Noah,Verhoeven,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,York United,1,90,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,39,17,14,0,0,0,0.03,0,0,2,1,3,0,0,0,2,0,0,0,56,1,1,1,2,5,100.00%,1,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,9,34,0,41.00%,79.50%,22,5,4,5,29,5,-,0,1.1,0,9,3,3,2,0,0,0,0,0,0,3,0,-,0,0.33,0,27.60%,2,20,14,1,14,,YRK vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,4/22/2022,7trwq4h9nn6ifmk2gistxo5ck,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,2,0,Played,W 2-0,2276224,YRK vs CAV (2022-04-22),0,0,0,0,0,0,1,1,1,,FOR vs CAV,FALSE,TRUE,FALSE,TRUE,FALSE,4/16/2022,7tjgzzc4kxv7fgknwv8qd2djo,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,2,2,Played,T 2-2,2276222,FOR vs CAV (2022-04-16)
10,9g6clvx09d2ou7dlk3rnnmdt6,573746,S. Fayia,Saah Fayia,Right Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,425683,Saah,Fayia,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Edmonton,1,74,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,0,0,0,0.09,0,0,0,3,3,1,0,0,2,0,0,0,26,3,0,1,0,2,100.00%,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,6,5,2,7.10%,100.00%,4,7,3,7,4,3,-,0,1.2,0,3,1,1,0,1,0,0,0,0,0,3,0,-,0,0.33,0.33,14.30%,1,21,17,0,17,,EDM vs CAV,TRUE,FALSE,FALSE,FALSE,TRUE,5/7/2022,7v1exwbamyw4d18c7jr6a7b4k,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Edmonton,Cavalry,CAV,0,3,Played,L 0-3,2276234,EDM vs CAV (2022-05-07),0,0,0,0,0,0,1,1,0,,FOR vs CAV,FALSE,TRUE,FALSE,TRUE,FALSE,4/16/2022,7tjgzzc4kxv7fgknwv8qd2djo,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,2,2,Played,T 2-2,2276222,FOR vs CAV (2022-04-16)
