Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
106,fiskkzxwtjq4capqfgrpw12i,626897,C. Gander,Colin Gander,Left Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,442404,Colin,Gander,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,HFX Wanderers,1,29,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,2,3,0,0,0,0.1,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,6,0,50.00%,62.50%,4,1,0,1,6,1,-,0,3.1,0,2,0,0,0,0,0,0,0,0,0,1,0,-,0,0.5,0.5,33.30%,0,27,22,1,22,,HFX vs FOR,TRUE,FALSE,FALSE,FALSE,TRUE,5/20/2022,7w7dgxwol442zyz8grc7u1ams,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,HFX Wanderers,Forge,FOR,0,4,Played,L 0-4,2276244,HFX vs FOR (2022-05-20)
106,4oz12ku4mdjsq7y4sgogpwg2y,638716,K. Habibullah,Kamron Habibullah,Centre Attacking Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,445178,Kamron,Habibullah,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Pacific,1,24,18,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,6,0,0,0,0.7,0,1,0,1,1,2,0,0,2,0,0,0,13,3,0,0,1,1,0.00%,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,1,7,0,16.70%,100.00%,1,4,1,4,1,1,0.00%,1,1.5,0,0,0,0,1,0,0.02,0,0.02,0,0.02,1,0,0.02,1,-,-,27.10%,0,17,19,0,19,,ATO vs PAC,FALSE,TRUE,TRUE,FALSE,FALSE,5/7/2022,7v9u5fh5vipqr6u1sv48vh2j8,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,1,0,Played,W 1-0,2276236,ATO vs PAC (2022-05-07)
106,4oz12ku4mdjsq7y4sgogpwg2y,638716,K. Habibullah,Kamron Habibullah,Right Winger,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,445178,Kamron,Habibullah,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Winger,Pacific,1,87,18,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,26,8,16,0.2,0,0,0,0,0,1,0,1,3,0,0,6,2,0,0,42,5,1,1,0,2,66.70%,0,0,4,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13,4,25,0,19.20%,92.30%,15,8,1,8,16,2,-,0,0.7,0,0,0,0,2,0,0,0.2,0,0.2,0.2,1,0,0.1,2,-,-,38.60%,1,16,10,0,10,,PAC vs YRK,TRUE,FALSE,FALSE,TRUE,FALSE,5/21/2022,7vv5bqozh7lrbsj0ahldextlg,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Pacific,York United,YRK,0,0,Played,T 0-0,2276241,PAC vs YRK (2022-05-21)
106,9g6clvx09d2ou7dlk3rnnmdt6,573746,S. Fayia,Saah Fayia,Right Wing Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,425683,Saah,Fayia,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Wing Back,Edmonton,1,77,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,17,6,6,0,0,0,0.1,0,0,0,1,1,1,0,0,4,0,0,0,45,2,0,4,1,7,100.00%,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,13,21,0,47.10%,70.60%,9,1,2,1,10,6,0.00%,1,1,0,3,5,5,1,1,0,0,0,0,0,1,0,-,0,0.33,0.33,36.40%,2,34,23,0,23,,EDM vs VAL,TRUE,FALSE,FALSE,TRUE,FALSE,4/10/2022,7t13lsa9fnok0ki08pgmy4a38,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Edmonton,Valour,VAL,1,1,Played,T 1-1,2276218,EDM vs VAL (2022-04-10)
106,9g6clvx09d2ou7dlk3rnnmdt6,573746,S. Fayia,Saah Fayia,Right Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,425683,Saah,Fayia,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Edmonton,1,14,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0.1,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0.00%,100.00%,1,2,0,2,1,0,-,0,2.9,0,2,0,0,0,0,0,0,0,0,0,1,0,-,0,0.5,0.5,31.00%,0,17,24,0,24,,HFX vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,4/30/2022,7uhzvzsjqt3x7sbx714u496ok,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Edmonton,HFX Wanderers,HFX,1,3,Played,L 1-3,2276230,HFX vs EDM (2022-04-30)
106,dn28vlzr8qn1qykmxc14s0h2i,273963,L. Ricci,Luca Ricci,Central Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,425649,Luca,Ricci,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Pacific,1,45,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,23,12,4,0,0,0,0.1,0,0,1,0,1,0,0,0,3,0,0,0,30,1,0,1,1,2,100.00%,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,14,0,39.10%,69.60%,8,0,8,0,13,10,50.00%,2,2.7,0,4,1,1,1,0,0,0,0,0,0,1,0,-,0,0.25,-,38.50%,1,25,11,1,11,,PAC vs VAL,TRUE,FALSE,FALSE,TRUE,FALSE,5/28/2022,7wbfumbhncegii9hi6bdw2zv8,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Pacific,Valour,VAL,2,2,Played,T 2-2,2276245,PAC vs VAL (2022-05-28)
106,erf15i7c110x7dln6q0hefzai,650374,R. Robinson,Ryan Robinson,Central Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,429149,Ryan,Robinson,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,HFX Wanderers,1,17,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,0,10,1,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,6,0,25.00%,100.00%,2,2,0,2,2,0,100.00%,1,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,-,-,33.30%,0,17,8,0,8,,ATO vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,4/16/2022,7tezpc35kcxh7vuq3gncvjvo4,dn8tjhuq0bax4dgixqvluhzze,16614,16614,HFX Wanderers,Atlético Ottawa,ATO,0,1,Played,L 0-1,2276221,ATO vs HFX (2022-04-16)
106,6yyhtcimqzsoqhp2clnj5x3sa,575525,Z. Fernandez,Zachary Fernandez,Right Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,427322,Zachary,Fernandez,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,HFX Wanderers,1,90,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,46,20,16,0,0,0,0,0,0,0,1,1,5,0,0,6,1,0,0,80,6,1,3,3,11,100.00%,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,42,0,23.90%,78.30%,24,7,5,9,29,8,50.00%,2,0.4,0,1,11,11,0,0,0,0,0,0,0,1,0,-,0,0,0,33.30%,1,17,8,1,8,,ATO vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,4/16/2022,7tezpc35kcxh7vuq3gncvjvo4,dn8tjhuq0bax4dgixqvluhzze,16614,16614,HFX Wanderers,Atlético Ottawa,ATO,0,1,Played,L 0-1,2276221,ATO vs HFX (2022-04-16)
106,6yyhtcimqzsoqhp2clnj5x3sa,575525,Z. Fernandez,Zachary Fernandez,Right Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,427322,Zachary,Fernandez,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,HFX Wanderers,1,80,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,24,10,9,0,0,0,0.1,0,0,0,1,1,0,0,0,6,0,0,0,51,4,3,2,2,8,83.30%,1,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,19,21,2,50.00%,79.20%,9,5,5,5,11,8,0.00%,1,0.6,0,0,4,4,3,1,0,0,0,0,0,1,0,-,0,-,-,34.20%,2,25,19,2,19,,VAL vs HFX,FALSE,TRUE,FALSE,TRUE,FALSE,5/7/2022,7v5k14cw4jq747xcvp00ya13o,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,HFX Wanderers,Valour,VAL,0,0,Played,T 0-0,2276235,VAL vs HFX (2022-05-07)
106,c08hvq1hplcct8kxrxucfpqp6,575534,W. Pacius,Woobens Pacius,Centre Forward,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,427369,Woobens,Pacius,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Forge,1,62,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,1,1,2,1,0,5,1,0,0,11,2,0,0,0,0,-,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,0,6,2,0.00%,100.00%,4,2,0,2,4,0,50.00%,4,1.1,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,-,-,65.20%,0,13,8,1,8,,PAC vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Forge,Pacific,PAC,1,2,Played,L 1-2,2276219,PAC vs FOR (2022-04-10)
106,c08hvq1hplcct8kxrxucfpqp6,575534,W. Pacius,Woobens Pacius,Centre Forward,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,427369,Woobens,Pacius,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Forge,1,25,21,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,0,10,2,6,1.2,1,0,0.1,1,0,0,1,1,1,0,0,1,0,0,0,17,1,0,1,0,1,100.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,2,20.00%,80.00%,3,5,0,6,4,0,-,0,0.3,1,0,0,0,1,0,0.8,0.39,0.8,0.39,1.18,1,0,0.39,3,-,-,34.10%,0,22,6,1,6,,HFX vs FOR,FALSE,TRUE,TRUE,FALSE,FALSE,5/20/2022,7w7dgxwol442zyz8grc7u1ams,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Forge,HFX Wanderers,HFX,4,0,Played,W 4-0,2276244,HFX vs FOR (2022-05-20)
106,4x9j9kpa9vap3r780lx9ty2ju,575544,C. Toussaint,Cédric Toussaint,Defensive Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,427385,Cédric,Toussaint,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,York United,1,90,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,50,20,19,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,58,1,0,1,1,2,100.00%,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,40,1,44.00%,78.00%,28,2,9,3,37,10,100.00%,2,0.4,0,0,0,0,2,0,0,0,0,0,0,1,0,-,0,-,-,43.20%,2,18,17,1,17,,PAC vs YRK,FALSE,TRUE,FALSE,TRUE,FALSE,5/21/2022,7vv5bqozh7lrbsj0ahldextlg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,York United,Pacific,PAC,0,0,Played,T 0-0,2276241,PAC vs YRK (2022-05-21)
106,37pbdttxfaqvayoufo0q0dxey,672862,D. Abzi,Diyaeddine Abzi,Left Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,453335,Diyaeddine,Abzi,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,York United,1,90,23,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,4,49,18,22,0.2,0,0,0.3,0,1,0,1,1,4,1,1,8,2,0,0,83,4,1,2,3,7,60.00%,1,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,22,41,2,32.70%,81.60%,26,5,9,6,30,13,100.00%,1,0.4,0,7,6,6,1,0,0.11,0.09,0.11,0.09,0.2,1,0,0.1,2,0.43,0.43,40.00%,4,24,9,3,9,,EDM vs YRK,FALSE,TRUE,FALSE,TRUE,FALSE,4/16/2022,7tau4kgx1n5aze0tnawvhyq6s,73xrv2025rnj0t3y9ayp83bec,6925,6925,York United,Edmonton,EDM,1,1,Played,T 1-1,2276220,EDM vs YRK (2022-04-16)
106,37pbdttxfaqvayoufo0q0dxey,672862,D. Abzi,Diyaeddine Abzi,Left Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,453335,Diyaeddine,Abzi,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,York United,1,90,23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,30,14,8,0,0,0,0.2,0,0,1,0,1,3,0,0,7,2,0,0,71,6,1,2,0,3,75.00%,0,0,11,2,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,22,28,0,33.30%,73.30%,14,2,6,4,17,9,-,0,0.5,0,7,2,2,0,1,0,0.04,0,0.04,0.04,1,0,0.04,1,0.14,0,35.40%,0,20,22,1,22,,YRK vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,5/6/2022,7ux6tmhied1j3wi5ao0kw6sk4,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,York United,Forge,FOR,1,0,Played,W 1-0,2276233,YRK vs FOR (2022-05-06)
106,37pbdttxfaqvayoufo0q0dxey,672862,D. Abzi,Diyaeddine Abzi,Left Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,453335,Diyaeddine,Abzi,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,York United,1,90,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,50,20,19,0,0,0,0,0,0,0,1,1,6,1,1,6,4,0,0,78,6,0,0,1,4,0.00%,3,3,7,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,21,31,26,2,40.00%,78.00%,20,6,13,8,22,20,33.30%,3,0.4,0,7,4,4,0,0,0.02,0,0.02,0,0.02,1,1,0.02,1,0,0,43.20%,0,18,17,2,17,,PAC vs YRK,FALSE,TRUE,FALSE,TRUE,FALSE,5/21/2022,7vv5bqozh7lrbsj0ahldextlg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,York United,Pacific,PAC,0,0,Played,T 0-0,2276241,PAC vs YRK (2022-05-21)
106,ahyd5vf8f8cyoiefm8hsimzu1,309831,João Morelli,João Morelli,Centre Forward,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,204540,João,Morelli Neto,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,HFX Wanderers,1,90,26,0,0,1,3,1,2,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,4,7,1,27,7,12,1,1,0,0.1,1,0,1,0,1,2,0,0,3,2,0,0,52,9,0,1,0,1,50.00%,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20,2,30,4,33.30%,70.40%,12,5,2,7,18,2,0.00%,5,0.9,1,3,0,0,1,0,0.07,0.91,0.07,0.91,0.2,1,0,0.2,5,0.33,0,34.30%,0,29,14,2,14,,YRK vs HFX,FALSE,TRUE,TRUE,FALSE,FALSE,4/7/2022,7snp2xnuij3sfcod749flhes4,cqthcpums3aas2tdy0qhlkuwa,15382,15382,HFX Wanderers,York United,YRK,1,0,Played,W 1-0,2276216,YRK vs HFX (2022-04-07)
106,b8ng5b590ybwu58v2388psrca,639506,M. Kane,Mouhamadou Kane,Right Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,436009,Mouhamadou,Kane,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,York United,1,63,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,12,1,8,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,23,2,0,1,0,5,50.00%,4,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,6,11,1,33.30%,75.00%,6,2,1,4,7,1,100.00%,1,1.8,0,0,4,4,1,0,0,0,0,0,0,1,0,0,1,-,-,36.40%,1,15,14,1,14,,YRK vs HFX,TRUE,FALSE,FALSE,FALSE,TRUE,4/7/2022,7snp2xnuij3sfcod749flhes4,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,York United,HFX Wanderers,HFX,0,1,Played,L 0-1,2276216,YRK vs HFX (2022-04-07)
106,b8ng5b590ybwu58v2388psrca,639506,M. Kane,Mouhamadou Kane,Right Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,436009,Mouhamadou,Kane,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,York United,1,52,18,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,13,5,3,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,21,2,0,0,0,1,0.00%,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,9,2,10,0,30.80%,61.50%,6,2,0,4,9,0,-,0,0.5,0,0,1,1,0,0,0.03,0,0.03,0,0.03,1,0,0.01,2,-,-,35.40%,2,20,22,0,22,,YRK vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,5/6/2022,7ux6tmhied1j3wi5ao0kw6sk4,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,York United,Forge,FOR,1,0,Played,W 1-0,2276233,YRK vs FOR (2022-05-06)
106,dy0y0ch1jd3ghibu1lr8rakq2,611852,Eduardo,Eduardo,Left Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,468225,Eduardo,Pinto de Jesus,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,York United,1,27,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,5,2,0.1,0,0,0.1,0,0,0,1,1,0,0,0,0,0,0,0,14,3,0,0,1,1,0.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,2,22.20%,77.80%,6,1,0,3,6,0,-,0,0.4,0,1,0,0,1,0,0.1,0,0.1,0,0.1,1,0,0.1,1,0,0,43.20%,0,18,17,0,17,,PAC vs YRK,FALSE,TRUE,FALSE,TRUE,FALSE,5/21/2022,7vv5bqozh7lrbsj0ahldextlg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,York United,Pacific,PAC,0,0,Played,T 0-0,2276241,PAC vs YRK (2022-05-21)
106,36rdw5qnbds89elpiwowqtt2i,569043,M. Hernández,Mateo Hernández,Right Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,222603,Mateo,Hernández,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,York United,1,77,23,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,12,2,5,0.1,0,0,0.1,0,0,1,0,1,1,0,0,2,0,0,0,23,5,0,0,0,0,-,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,3,9,1,33.30%,58.30%,6,0,1,2,8,2,0.00%,1,0.5,0,4,0,0,0,0,0.08,0,0.08,0,0.08,1,0,0.08,1,0.25,0,52.20%,0,38,23,1,23,,VAL vs YRK,FALSE,TRUE,FALSE,FALSE,TRUE,5/15/2022,7vr03vkxl0logctgpffg250yc,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,York United,Valour,VAL,0,1,Played,L 0-1,2276240,VAL vs YRK (2022-05-15)
106,bje8wvncnbbx5w0l08uno88ru,642263,M. Catavolo,Matthew Catavolo,Defensive Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,471051,Matthew,Catavolo,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Valour,1,2,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.00%,100.00%,0,1,0,1,0,0,-,0,1.6,0,1,0,0,0,0,0,0,0,0,0,1,0,-,0,1,-,48.80%,0,32,18,0,18,,CAV vs VAL,FALSE,TRUE,FALSE,FALSE,TRUE,5/21/2022,7vz7ogr3qot0jitz8g3mi79jo,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Valour,Cavalry,CAV,1,2,Played,L 1-2,2276242,CAV vs VAL (2022-05-21)
